libsize
15630
13891
4182
21307
11944
14394
4044
37786
4548
10194
13074
8199
3378
4320
13192
8436
7106
13763
13106
2750
23666
60755
6311
5866
28259
5932
7110
12407
3619
34231
18548
7310
2533
9600
6594
9056
7153
9329
5939
4426
21237
38532
6124
11548
17501
19128
13832
24386
5001
25418
28259
1404
4737
73850
3567
4762
5111
21747
14782
4064
3304
17019
8394
1956
2498
11392
2555
8792
28025
5530
9598
5240
6475
2482
6799
4176
9831
7243
8820
9906
27894
11185
1617
12046
12791
9257
5150
15746
7040
10524
5783
5912
26376
36882
29359
11336
26760
10973
17791
9370
15438
16107
1533
2711
8910
28610
5048
20104
2313
8087
2239
8291
11348
11952
66798
17331
11797
25495
8632
1831
5603
4667
5397
6796
13804
8997
10386
37561
16866
3050
31800
7652
16337
5919
38909
7464
11532
22152
29417
57263
5919
4926
2921
5194
6322
5362
40918
8492
10245
5117
6779
8796
6034
35914
2836
56799
5146
11651
70259
12246
3007
2662
21151
12300
36631
18514
54848
15299
10017
7867
2980
13997
14003
10046
4307
8038
9855
18132
12611
7090
20827
13375
4890
12688
10705
2101
15919
5770
22404
19265
26000
13095
10280
38066
12258
8807
12312
3974
11851
2315
7446
6958
19633
21935
5787
7537
23812
7306
8084
2033
881
20565
9364
29132
19015
7266
5664
22461
14498
15567
17958
5887
18306
1882
4646
20142
47887
48577
6379
7940
23949
6593
2835
5108
59375
26052
23775
13004
6492
18307
5817
5026
20573
22367
7140
6024
3205
12965
12970
17019
8452
9729
68944
15989
8135
8103
22335
10816
2419
7334
9707
12548
13287
20048
19929
6126
5295
20011
66894
42476
55559
4482
4766
2693
4906
20110
3936
17592
16451
11069
34775
16070
52098
47299
15815
19211
5496
5073
48428
17566
28375
23122
7748
106419
8586
25478
4958
6860
35182
1385
8312
4980
11985
30796
11551
5872
6171
3715
31692
20634
4221
1622
27639
4694
2248
5599
5421
6420
17679
10293
7059
10372
15058
2034
15415
14793
3523
6433
1656
16778
2681
3066
5325
31511
30008
2069
1838
3872
3414
11314
14075
3922
4652
23006
8771
19826
5384
11897
11977
32213
11032
6875
6213
14930
14805
50308
24976
5685
20511
17872
6390
41026
4958
3274
5502
2727
18085
10410
8119
18005
4080
3928
4470
17082
22534
21695
31085
4244
8132
5303
15692
9816
3571
9260
2729
4026
7029
3224
21043
33816
54203
82639
7289
23479
7004
30405
3040
9759
3651
18176
14094
7693
36070
1597
3347
25436
14245
17664
4612
9970
23397
6487
19794
3522
2523
8552
36435
20201
26368
14482
6879
14369
3743
6505
3859
19026
10013
9507
2333
41043
5326
7594
5502
2654
12014
8902
3846
12003
14577
3109
8842
9874
1245
7086
25483
18845
3518
29203
3711
1727
5555
4229
2901
8971
1624
22072
4418
24100
1485
3125
50005
7003
1679
6659
43359
996
7312
27949
27103
15858
11547
10669
10856
8449
15170
3057
15540
45944
3384
8664
138850
57225
7611
8248
10067
93460
27788
15495
42578
14041
10074
12830
24425
11348
13281
9140
3864
19647
6621
15983
7673
12802
12671
5513
2239
38383
14494
4722
16976
1664
7860
28910
19914
28190
5638
6238
15242
54731
22999
22468
3398
13536
18731
49931
31764
12620
21887
27838
52902
58361
6532
6647
10548
6809
15066
3594
24258
20259
2096
5929
1997
1543
4987
6880
29318
1411
35642
3730
2615
26011
2602
8564
31570
7157
17107
37106
24324
10061
16018
4933
19674
16399
5897
18510
26285
26761
20287
9234
4885
40829
34641
15263
17260
45207
59107
5176
61713
5262
3804
6858
9818
4042
11611
3229
2606
11594
9534
19411
16120
30950
5531
9725
22770
29685
19680
6456
4778
66217
6859
1600
71432
20267
12229
10846
15214
5215
60522
3694
50303
2788
6162
5308
5971
3187
8152
10082
9271
15534
26983
15469
7481
6754
31409
5644
17378
15243
14467
5125
12316
10809
1957
1725
3636
72342
48899
33490
5550
6788
46773
9723
4418
1522
980
3112
27817
20247
9006
3974
19172
5293
17087
18494
71402
18269
16087
9001
62184
2895
1330
4043
32487
46989
5438
7103
9793
13518
10371
32234
1952
7289
9271
2046
4303
1838
33405
22360
9128
60387
19662
31456
17398
6436
10190
6221
3962
5745
42038
4431
18387
25473
2970
18998
13658
4039
7315
11226
19970
14112
10409
3847
4091
31838
20530
13123
10426
11095
10420
14115
5452
5519
10655
8204
11393
14317
3966
2453
16535
7585
7697
4192
7754
10392
10487
18226
14401
3631
10762
11035
25691
7435
4034
17235
23664
75073
6111
10612
29245
17719
10218
28739
15296
54867
8519
14010
39467
20599
15825
9198
11092
5195
3853
10477
10060
21318
9359
6446
1972
1878
2076
10516
15591
62240
13349
20806
7299
148904
1582
4772
14738
2330
24412
11167
5338
9497
7858
19449
11461
25912
2780
35867
12635
26888
7879
5966
8854
2270
6309
4734
5015
20253
39092
2027
16060
5000
7663
6262
26810
21411
11384
13522
13662
6762
5552
11978
1518
2800
2394
20782
10083
25644
47644
45212
126771
8095
22668
36271
31228
30797
78063
6407
20215
12595
7481
17552
15628
41438
32265
19538
11809
8746
19772
19633
4793
7762
3963
81420
24147
57153
6215
21294
23559
37089
10015
13482
13042
31859
16265
21172
15897
22729
14971
4477
36521
11983
11411
5384
28086
