libsize
327839
212409
324882
290280
237942
136993
180078
64581
441506
189578
237478
655131
323361
518878
268151
231679
446463
39644
151942
317555
186335
151498
335443
375853
369007
183165
262464
271809
60364
136253
104197
62282
141218
96444
53641
88831
184251
154077
215202
81612
203876
150821
259319
178614
211062
319238
310075
250619
245577
297956
126256
178017
375180
190350
191717
63230
113848
302448
144705
106862
256990
175817
310268
523673
292294
155441
153349
311447
72648
64756
323377
186844
124627
45979
96800
72555
65655
143033
276132
123428
165084
44908
148041
81638
129877
87310
123174
159048
129386
292438
245549
293440
85937
45686
112695
280411
81104
163442
351465
192530
53435
232396
125749
63845
131316
199414
123701
42803
134115
163137
70570
105797
63189
99464
71506
152078
65714
51339
67594
110518
71916
48716
57965
73088
61242
84325
118689
108043
272734
108029
187524
126567
55624
147568
312589
71554
61379
181507
159000
133724
239752
246924
51547
214070
184766
147798
204343
107259
61518
130110
175176
247512
97531
142743
266593
89184
168208
217666
197896
55800
150367
197674
61692
325875
62859
29480
114378
109016
120583
6499
88928
119790
195333
515630
144793
197618
254828
171425
94317
219964
374697
67695
151267
54092
116197
46303
268047
145818
140718
159696
198806
213150
276077
324752
181150
222962
339787
88334
203747
157614
820911
106244
145183
89328
131745
302847
137247
118924
158718
96863
106488
66055
285171
56597
176435
143543
283659
151620
42545
65549
86161
103390
178905
70925
112199
86528
123907
183084
82259
224692
147043
62600
68726
199812
41280
158271
44998
156481
289876
72598
214060
87124
159611
105789
94497
89057
51586
163009
77293
175199
190734
120816
145140
321622
251325
110384
90232
81387
227623
187884
232820
389966
61937
218702
163645
121557
453768
148778
28402
228554
216889
592059
564388
49712
158196
125948
69092
100613
188268
259843
294119
60871
159431
69687
203798
191404
341697
288950
387847
106966
121027
232293
105009
277032
170057
334774
325838
101462
115268
287746
218311
253459
182611
374081
198540
13106
89497
42549
117874
101302
255654
21580
108522
62043
102277
131427
280598
150468
169104
1933559
173463
96454
176852
166856
342769
263375
141896
150128
109828
543582
535575
336799
442743
259147
178722
280191
137795
250533
187866
550575
354395
120876
245376
125177
557405
274356
288046
226629
83248
335833
85316
160716
9281
307204
174583
303326
368329
22334
121360
38216
344702
109465
170680
74221
27672
100435
173891
56022
84868
141545
150792
88839
189223
115954
225916
160724
218579
112572
28203
129677
133952
139630
136658
141963
110184
81468
78216
142362
161535
53313
258510
123828
307240
109583
390318
644363
671125
364934
41375
109808
163786
235349
132017
376440
286919
1152084
259347
61183
174413
566481
644297
124879
203654
217040
152704
622138
116667
328442
160301
317652
366205
134348
220323
258501
65773
289348
239648
876105
110239
875222
277103
121139
122760
143924
172710
483136
170472
375507
43418
149149
177316
182183
84680
115152
53766
90995
38385
267528
214452
204127
378054
238178
83688
22948
255201
176076
112965
210865
33728
35665
198950
176915
118385
111058
168350
161560
61384
312841
107523
198521
156571
27522
82692
147487
208847
43177
126586
133556
84944
90354
102799
45259
184021
344205
242176
106892
212660
206192
142811
306532
84781
237303
155667
222535
262933
141402
159374
198779
264857
51725
273423
222965
43075
296800
127897
83772
127103
131604
228538
118263
95676
95992
40682
389300
95368
46773
281096
84371
208550
159872
47813
108621
449982
131378
76771
126418
134976
63540
163096
199833
130191
67072
305721
96366
158534
49223
81000
157818
37315
155876
168699
89788
147580
165738
88284
164398
30386
133613
221324
78841
204259
201592
84643
484760
251319
99202
374758
159062
164668
160164
150275
87730
184757
137104
67255
12266
86767
451181
396519
199871
251276
155453
64545
174998
93570
27144
284947
61685
297463
173879
284977
121787
171089
68435
236049
34924
143496
73863
63800
366894
505890
101709
76199
223540
99448
264989
320790
168865
324098
104149
218244
179642
137180
153709
438452
88939
206473
162320
84707
280459
639166
111977
133200
213107
31944
197124
31160
265273
149397
184041
162615
156801
240745
345739
42780
160428
58372
58038
230649
48691
112629
301196
1402245
149089
42704
60665
87281
93109
66007
106931
332631
240040
152215
115573
243524
123691
126714
223892
244131
132954
243297
186334
99420
153112
243036
60607
41878
220333
146565
151926
170170
69151
110819
36396
81790
39470
180494
426283
150299
359373
467413
283461
307583
271636
63170
296703
323185
181005
62476
113887
460406
131639
153127
437429
190754
118817
557351
283334
1610544
319965
313985
281491
74101
206913
183801
245149
264524
454577
280330
413364
103943
30718
165988
34765
84423
192791
167291
313393
584900
495527
386034
814372
147422
171592
265884
163878
202314
20455
66383
97006
59235
82220
75101
29857
599524
230075
203646
186842
148973
458602
144589
120783
399021
229478
30850
163149
108652
360713
96875
21207
52452
252040
66129
197324
147480
96237
189099
1324408
1316394
132677
401110
123141
217633
149187
506579
582864
1058027
347541
91995
324736
93302
161743
1729451
577698
1414935
128843
1071460
220908
543546
256694
186534
596480
269176
2955194
185897
143319
247110
465256
266629
233183
138944
158998
393006
976319
327378
521174
233752
104265
359680
212617
240531
185508
247074
176465
276948
51253
214190
47022
239404
405104
137677
246802
77051
131284
148918
419641
274121
290879
240715
159790
169864
345101
106998
295455
301663
387811
129339
448144
330243
101141
91512
371861
253313
13810
107174
481927
290545
587199
66610
155709
107150
337355
140752
127547
180889
313817
325873
140286
294627
178045
201189
194669
559061
155300
260316
613087
122197
404136
136097
337112
259275
8241
481978
256957
119855
303866
528362
231096
247742
142450
142565
92039
180084
120016
144893
235901
91103
211632
171503
203969
130288
351451
1553170
231793
134287
318129
361028
388099
271244
439849
48132
121209
38888
78258
313552
257228
132596
181180
102086
45388
380633
161383
169659
199781
135841
453448
155727
72006
190334
214144
123943
13444
147748
299754
158970
85239
357686
343547
224255
149438
279099
24604
186606
201190
307048
100494
229906
260746
161477
185357
129880
38661
204859
43333
382507
325915
133579
222436
115087
146279
25225
480997
31326
372985
190436
256363
522183
273669
156014
247141
137086
75819
352500
125612
333213
241380
224534
120434
